Unnamed: 0,timestamp,rt_payment_get_user_count,rt_payment_get_user_sum,rt_payment_post_user_count,rt_payment_post_user_sum
28,2023-03-29 04:02:24.727000+00:00,76.0,17.0,0.0,0.0
29,2023-03-29 04:02:29.727000+00:00,79.0,130.0,0.0,0.0
30,2023-03-29 04:02:34.727000+00:00,81.0,69.0,0.0,0.0
31,2023-03-29 04:02:39.727000+00:00,85.0,239.0,0.0,0.0
32,2023-03-29 04:02:44.727000+00:00,87.0,121.0,0.0,0.0
33,2023-03-29 04:02:49.727000+00:00,88.0,10.0,0.0,0.0
34,2023-03-29 04:02:54.727000+00:00,92.0,190.0,0.0,0.0
35,2023-03-29 04:02:59.727000+00:00,93.0,11.0,0.0,0.0
36,2023-03-29 04:03:04.727000+00:00,93.0,0.0,0.0,0.0
37,2023-03-29 04:03:09.727000+00:00,93.0,0.0,0.0,0.0
38,2023-03-29 04:03:14.727000+00:00,94.0,11.0,0.0,0.0
39,2023-03-29 04:03:19.727000+00:00,96.0,73.0,0.0,0.0
40,2023-03-29 04:03:24.727000+00:00,97.0,9.0,0.0,0.0
41,2023-03-29 04:03:29.727000+00:00,97.0,0.0,0.0,0.0
42,2023-03-29 04:03:34.727000+00:00,98.0,61.0,0.0,0.0
43,2023-03-29 04:03:39.727000+00:00,101.0,279.0,0.0,0.0
44,2023-03-29 04:03:44.727000+00:00,104.0,178.0,0.0,0.0
45,2023-03-29 04:03:49.727000+00:00,105.0,10.0,0.0,0.0
46,2023-03-29 04:03:54.727000+00:00,106.0,10.0,0.0,0.0
47,2023-03-29 04:03:59.727000+00:00,107.0,11.0,0.0,0.0
48,2023-03-29 04:04:04.727000+00:00,108.0,64.0,0.0,0.0
49,2023-03-29 04:04:09.727000+00:00,108.0,0.0,0.0,0.0
50,2023-03-29 04:04:14.727000+00:00,112.0,289.0,0.0,0.0
51,2023-03-29 04:04:19.727000+00:00,113.0,60.0,0.0,0.0
52,2023-03-29 04:04:24.727000+00:00,117.0,38.0,0.0,0.0
53,2023-03-29 04:04:29.727000+00:00,120.0,28.0,0.0,0.0
54,2023-03-29 04:04:34.727000+00:00,124.0,92.0,0.0,0.0
55,2023-03-29 04:04:39.727000+00:00,127.0,228.0,0.0,0.0
56,2023-03-29 04:04:44.727000+00:00,127.0,0.0,0.0,0.0
57,2023-03-29 04:04:49.727000+00:00,128.0,9.0,0.0,0.0
58,2023-03-29 04:04:54.727000+00:00,128.0,0.0,0.0,0.0
59,2023-03-29 04:04:59.727000+00:00,130.0,20.0,0.0,0.0
60,2023-03-29 04:05:04.727000+00:00,130.0,0.0,0.0,0.0
61,2023-03-29 04:05:09.727000+00:00,130.0,0.0,0.0,0.0
62,2023-03-29 04:05:14.727000+00:00,132.0,173.0,0.0,0.0
63,2023-03-29 04:05:19.727000+00:00,133.0,17.0,0.0,0.0
64,2023-03-29 04:05:24.727000+00:00,135.0,69.0,0.0,0.0
65,2023-03-29 04:05:29.727000+00:00,137.0,69.0,0.0,0.0
66,2023-03-29 04:05:34.727000+00:00,137.0,0.0,0.0,0.0
67,2023-03-29 04:05:39.727000+00:00,137.0,0.0,0.0,0.0
68,2023-03-29 04:05:44.727000+00:00,138.0,110.0,0.0,0.0
69,2023-03-29 04:05:49.727000+00:00,139.0,60.0,0.0,0.0
70,2023-03-29 04:05:54.727000+00:00,140.0,9.0,0.0,0.0
71,2023-03-29 04:05:59.727000+00:00,141.0,9.0,0.0,0.0
72,2023-03-29 04:06:04.727000+00:00,142.0,62.0,0.0,0.0
73,2023-03-29 04:06:09.727000+00:00,142.0,0.0,0.0,0.0
74,2023-03-29 04:06:14.727000+00:00,144.0,21.0,0.0,0.0
75,2023-03-29 04:06:19.727000+00:00,147.0,80.0,0.0,0.0
76,2023-03-29 04:06:24.727000+00:00,152.0,99.0,0.0,0.0
77,2023-03-29 04:06:29.727000+00:00,153.0,10.0,0.0,0.0
78,2023-03-29 04:06:34.727000+00:00,153.0,0.0,0.0,0.0
79,2023-03-29 04:06:39.727000+00:00,153.0,0.0,0.0,0.0
80,2023-03-29 04:06:44.727000+00:00,154.0,9.0,0.0,0.0
81,2023-03-29 04:06:49.727000+00:00,155.0,59.0,0.0,0.0
82,2023-03-29 04:06:54.727000+00:00,157.0,123.0,0.0,0.0
83,2023-03-29 04:06:59.727000+00:00,160.0,80.0,0.0,0.0
84,2023-03-29 04:07:04.727000+00:00,160.0,0.0,0.0,0.0
85,2023-03-29 04:07:09.727000+00:00,162.0,70.0,0.0,0.0
86,2023-03-29 04:07:14.727000+00:00,162.0,0.0,0.0,0.0
87,2023-03-29 04:07:19.727000+00:00,163.0,60.0,0.0,0.0
88,2023-03-29 04:07:24.727000+00:00,164.0,9.0,0.0,0.0
89,2023-03-29 04:07:29.727000+00:00,164.0,0.0,0.0,0.0
90,2023-03-29 04:07:34.727000+00:00,167.0,81.0,0.0,0.0
91,2023-03-29 04:07:39.727000+00:00,169.0,119.0,0.0,0.0
92,2023-03-29 04:07:44.727000+00:00,171.0,20.0,0.0,0.0
93,2023-03-29 04:07:49.727000+00:00,172.0,12.0,0.0,0.0
94,2023-03-29 04:07:54.727000+00:00,172.0,0.0,0.0,0.0
95,2023-03-29 04:07:59.727000+00:00,173.0,9.0,0.0,0.0
96,2023-03-29 04:08:04.727000+00:00,174.0,59.0,0.0,0.0
97,2023-03-29 04:08:09.727000+00:00,174.0,0.0,0.0,0.0
98,2023-03-29 04:08:14.727000+00:00,175.0,9.0,0.0,0.0
99,2023-03-29 04:08:19.727000+00:00,177.0,120.0,0.0,0.0
100,2023-03-29 04:08:24.727000+00:00,180.0,128.0,0.0,0.0
101,2023-03-29 04:08:29.727000+00:00,182.0,76.0,0.0,0.0
102,2023-03-29 04:08:34.727000+00:00,183.0,59.0,0.0,0.0
103,2023-03-29 04:08:39.727000+00:00,185.0,219.0,0.0,0.0
104,2023-03-29 04:08:44.727000+00:00,186.0,59.0,0.0,0.0
105,2023-03-29 04:08:49.727000+00:00,188.0,69.0,0.0,0.0
106,2023-03-29 04:08:54.727000+00:00,189.0,61.0,0.0,0.0
107,2023-03-29 04:08:59.727000+00:00,192.0,28.0,0.0,0.0
108,2023-03-29 04:09:04.727000+00:00,193.0,59.0,0.0,0.0
109,2023-03-29 04:09:09.727000+00:00,194.0,11.0,0.0,0.0
110,2023-03-29 04:09:14.727000+00:00,194.0,0.0,0.0,0.0
111,2023-03-29 04:09:19.727000+00:00,195.0,10.0,0.0,0.0
112,2023-03-29 04:09:24.727000+00:00,195.0,0.0,0.0,0.0
113,2023-03-29 04:09:29.727000+00:00,197.0,119.0,0.0,0.0
114,2023-03-29 04:09:34.727000+00:00,198.0,10.0,0.0,0.0
115,2023-03-29 04:09:39.727000+00:00,199.0,60.0,0.0,0.0
116,2023-03-29 04:09:44.727000+00:00,201.0,121.0,0.0,0.0
117,2023-03-29 04:09:49.727000+00:00,203.0,70.0,0.0,0.0
118,2023-03-29 04:09:54.727000+00:00,205.0,21.0,0.0,0.0
119,2023-03-29 04:09:59.727000+00:00,205.0,0.0,0.0,0.0
120,2023-03-29 04:10:04.727000+00:00,206.0,60.0,0.0,0.0
121,2023-03-29 04:10:09.727000+00:00,209.0,78.0,0.0,0.0
122,2023-03-29 04:10:14.727000+00:00,211.0,69.0,0.0,0.0
123,2023-03-29 04:10:19.727000+00:00,212.0,9.0,0.0,0.0
124,2023-03-29 04:10:24.727000+00:00,213.0,10.0,0.0,0.0
125,2023-03-29 04:10:29.727000+00:00,215.0,17.0,0.0,0.0
126,2023-03-29 04:10:34.727000+00:00,218.0,81.0,0.0,0.0
127,2023-03-29 04:10:39.727000+00:00,220.0,22.0,0.0,0.0
128,2023-03-29 04:10:44.727000+00:00,221.0,10.0,0.0,0.0
129,2023-03-29 04:10:49.727000+00:00,223.0,73.0,0.0,0.0
130,2023-03-29 04:10:54.727000+00:00,225.0,121.0,0.0,0.0
131,2023-03-29 04:10:59.727000+00:00,226.0,10.0,0.0,0.0
132,2023-03-29 04:11:04.727000+00:00,226.0,0.0,0.0,0.0
133,2023-03-29 04:11:09.727000+00:00,226.0,0.0,0.0,0.0
134,2023-03-29 04:11:14.727000+00:00,227.0,10.0,0.0,0.0
135,2023-03-29 04:11:19.727000+00:00,227.0,0.0,0.0,0.0
136,2023-03-29 04:11:24.727000+00:00,228.0,12.0,0.0,0.0
137,2023-03-29 04:11:29.727000+00:00,228.0,0.0,0.0,0.0
138,2023-03-29 04:11:34.727000+00:00,230.0,120.0,0.0,0.0
139,2023-03-29 04:11:39.727000+00:00,232.0,69.0,0.0,0.0
140,2023-03-29 04:11:44.727000+00:00,232.0,0.0,0.0,0.0
141,2023-03-29 04:11:49.727000+00:00,234.0,69.0,0.0,0.0
142,2023-03-29 04:11:54.727000+00:00,234.0,0.0,0.0,0.0
143,2023-03-29 04:11:59.727000+00:00,234.0,0.0,0.0,0.0
144,2023-03-29 04:12:04.727000+00:00,238.0,40.0,0.0,0.0
145,2023-03-29 04:12:09.727000+00:00,239.0,60.0,0.0,0.0
146,2023-03-29 04:12:14.727000+00:00,241.0,120.0,0.0,0.0
147,2023-03-29 04:12:19.727000+00:00,244.0,78.0,0.0,0.0
148,2023-03-29 04:12:24.727000+00:00,244.0,0.0,0.0,0.0
149,2023-03-29 04:12:29.727000+00:00,244.0,0.0,0.0,0.0
150,2023-03-29 04:12:34.727000+00:00,246.0,170.0,0.0,0.0
151,2023-03-29 04:12:39.727000+00:00,246.0,0.0,0.0,0.0
152,2023-03-29 04:12:44.727000+00:00,247.0,11.0,0.0,0.0
153,2023-03-29 04:12:49.727000+00:00,248.0,10.0,0.0,0.0
154,2023-03-29 04:12:54.727000+00:00,249.0,10.0,0.0,0.0
155,2023-03-29 04:12:59.727000+00:00,249.0,0.0,0.0,0.0
156,2023-03-29 04:13:04.727000+00:00,251.0,21.0,0.0,0.0
157,2023-03-29 04:13:09.727000+00:00,251.0,0.0,0.0,0.0
158,2023-03-29 04:13:14.727000+00:00,251.0,0.0,0.0,0.0
159,2023-03-29 04:13:19.727000+00:00,251.0,0.0,0.0,0.0
160,2023-03-29 04:13:24.727000+00:00,252.0,60.0,0.0,0.0
161,2023-03-29 04:13:29.727000+00:00,253.0,10.0,0.0,0.0
162,2023-03-29 04:13:34.727000+00:00,254.0,10.0,0.0,0.0
163,2023-03-29 04:13:39.727000+00:00,258.0,85.0,0.0,0.0
164,2023-03-29 04:13:44.727000+00:00,260.0,20.0,0.0,0.0
165,2023-03-29 04:13:49.727000+00:00,262.0,69.0,0.0,0.0
166,2023-03-29 04:13:54.727000+00:00,264.0,71.0,0.0,0.0
167,2023-03-29 04:13:59.727000+00:00,266.0,21.0,0.0,0.0
168,2023-03-29 04:14:04.727000+00:00,267.0,111.0,0.0,0.0
169,2023-03-29 04:14:09.727000+00:00,268.0,9.0,0.0,0.0
170,2023-03-29 04:14:14.727000+00:00,268.0,0.0,0.0,0.0
171,2023-03-29 04:14:19.727000+00:00,269.0,11.0,0.0,0.0
172,2023-03-29 04:14:24.727000+00:00,272.0,76.0,0.0,0.0
173,2023-03-29 04:14:29.727000+00:00,272.0,0.0,0.0,0.0
174,2023-03-29 04:14:34.727000+00:00,273.0,59.0,0.0,0.0
175,2023-03-29 04:14:39.727000+00:00,274.0,9.0,0.0,0.0
176,2023-03-29 04:14:44.727000+00:00,274.0,0.0,0.0,0.0
177,2023-03-29 04:14:49.727000+00:00,278.0,36.0,0.0,0.0
178,2023-03-29 04:14:54.727000+00:00,279.0,9.0,0.0,0.0
179,2023-03-29 04:14:59.727000+00:00,279.0,0.0,0.0,0.0
180,2023-03-29 04:15:04.727000+00:00,279.0,0.0,0.0,0.0
181,2023-03-29 04:15:09.727000+00:00,282.0,80.0,0.0,0.0
182,2023-03-29 04:15:14.727000+00:00,284.0,19.0,0.0,0.0
183,2023-03-29 04:15:19.727000+00:00,286.0,69.0,0.0,0.0
184,2023-03-29 04:15:24.727000+00:00,287.0,59.0,0.0,0.0
185,2023-03-29 04:15:29.727000+00:00,289.0,20.0,0.0,0.0
186,2023-03-29 04:15:34.727000+00:00,289.0,0.0,0.0,0.0
187,2023-03-29 04:15:39.727000+00:00,292.0,82.0,0.0,0.0
188,2023-03-29 04:15:44.727000+00:00,294.0,123.0,0.0,0.0
189,2023-03-29 04:15:49.727000+00:00,298.0,138.0,0.0,0.0
190,2023-03-29 04:15:54.727000+00:00,298.0,0.0,0.0,0.0
191,2023-03-29 04:15:59.727000+00:00,303.0,200.0,0.0,0.0
192,2023-03-29 04:16:04.727000+00:00,306.0,27.0,0.0,0.0
193,2023-03-29 04:16:09.727000+00:00,307.0,10.0,0.0,0.0
194,2023-03-29 04:16:14.727000+00:00,307.0,0.0,0.0,0.0
195,2023-03-29 04:16:19.727000+00:00,308.0,60.0,0.0,0.0
196,2023-03-29 04:16:24.727000+00:00,309.0,9.0,0.0,0.0
197,2023-03-29 04:16:29.727000+00:00,311.0,167.0,0.0,0.0
198,2023-03-29 04:16:34.727000+00:00,313.0,119.0,0.0,0.0
199,2023-03-29 04:16:39.727000+00:00,318.0,194.0,0.0,0.0
200,2023-03-29 04:16:44.727000+00:00,318.0,0.0,0.0,0.0
201,2023-03-29 04:16:49.727000+00:00,319.0,62.0,0.0,0.0
202,2023-03-29 04:16:54.727000+00:00,319.0,0.0,0.0,0.0
203,2023-03-29 04:16:59.727000+00:00,319.0,0.0,0.0,0.0
204,2023-03-29 04:17:04.727000+00:00,320.0,110.0,0.0,0.0
205,2023-03-29 04:17:09.727000+00:00,320.0,0.0,0.0,0.0
206,2023-03-29 04:17:14.727000+00:00,324.0,139.0,0.0,0.0
207,2023-03-29 04:17:19.727000+00:00,325.0,9.0,0.0,0.0
208,2023-03-29 04:17:24.727000+00:00,325.0,0.0,0.0,0.0
209,2023-03-29 04:17:29.727000+00:00,328.0,128.0,0.0,0.0
210,2023-03-29 04:17:34.727000+00:00,329.0,111.0,0.0,0.0
211,2023-03-29 04:17:39.727000+00:00,331.0,73.0,0.0,0.0
212,2023-03-29 04:17:44.727000+00:00,333.0,69.0,0.0,0.0
213,2023-03-29 04:17:49.727000+00:00,334.0,59.0,0.0,0.0
214,2023-03-29 04:17:54.727000+00:00,335.0,11.0,0.0,0.0
215,2023-03-29 04:17:59.727000+00:00,335.0,0.0,0.0,0.0
216,2023-03-29 04:18:04.727000+00:00,338.0,179.0,0.0,0.0
217,2023-03-29 04:18:09.727000+00:00,342.0,140.0,0.0,0.0
218,2023-03-29 04:18:14.727000+00:00,344.0,72.0,0.0,0.0
219,2023-03-29 04:18:19.727000+00:00,348.0,87.0,0.0,0.0
220,2023-03-29 04:18:24.727000+00:00,348.0,0.0,0.0,0.0
221,2023-03-29 04:18:29.727000+00:00,350.0,119.0,0.0,0.0
222,2023-03-29 04:18:34.727000+00:00,352.0,19.0,0.0,0.0
223,2023-03-29 04:18:39.727000+00:00,353.0,60.0,0.0,0.0
224,2023-03-29 04:18:44.727000+00:00,354.0,61.0,0.0,0.0
225,2023-03-29 04:18:49.727000+00:00,355.0,110.0,0.0,0.0
226,2023-03-29 04:18:54.727000+00:00,355.0,0.0,0.0,0.0
227,2023-03-29 04:18:59.727000+00:00,356.0,9.0,0.0,0.0
228,2023-03-29 04:19:04.727000+00:00,357.0,111.0,0.0,0.0
229,2023-03-29 04:19:09.727000+00:00,360.0,28.0,0.0,0.0
230,2023-03-29 04:19:14.727000+00:00,360.0,0.0,0.0,0.0
231,2023-03-29 04:19:19.727000+00:00,360.0,0.0,0.0,0.0
232,2023-03-29 04:19:24.727000+00:00,361.0,61.0,0.0,0.0
233,2023-03-29 04:19:29.727000+00:00,363.0,17.0,0.0,0.0
234,2023-03-29 04:19:34.727000+00:00,364.0,59.0,0.0,0.0
235,2023-03-29 04:19:39.727000+00:00,367.0,29.0,0.0,0.0
236,2023-03-29 04:19:44.727000+00:00,370.0,27.0,0.0,0.0
237,2023-03-29 04:19:49.727000+00:00,371.0,9.0,0.0,0.0
238,2023-03-29 04:19:54.727000+00:00,375.0,190.0,0.0,0.0
239,2023-03-29 04:19:59.727000+00:00,376.0,10.0,0.0,0.0
240,2023-03-29 04:20:04.727000+00:00,379.0,75.0,0.0,0.0
241,2023-03-29 04:20:09.727000+00:00,381.0,20.0,0.0,0.0
242,2023-03-29 04:20:14.727000+00:00,383.0,118.0,0.0,0.0
243,2023-03-29 04:20:19.727000+00:00,384.0,10.0,0.0,0.0
244,2023-03-29 04:20:24.727000+00:00,385.0,59.0,0.0,0.0
245,2023-03-29 04:20:29.727000+00:00,386.0,9.0,0.0,0.0
246,2023-03-29 04:20:34.727000+00:00,389.0,29.0,0.0,0.0
247,2023-03-29 04:20:39.727000+00:00,390.0,9.0,0.0,0.0
248,2023-03-29 04:20:44.727000+00:00,391.0,58.0,0.0,0.0
249,2023-03-29 04:20:49.727000+00:00,392.0,59.0,0.0,0.0
250,2023-03-29 04:20:54.727000+00:00,392.0,0.0,0.0,0.0
251,2023-03-29 04:20:59.727000+00:00,394.0,26.0,0.0,0.0
252,2023-03-29 04:21:04.727000+00:00,395.0,111.0,0.0,0.0
253,2023-03-29 04:21:09.727000+00:00,398.0,79.0,0.0,0.0
254,2023-03-29 04:21:14.727000+00:00,400.0,169.0,0.0,0.0
255,2023-03-29 04:21:19.727000+00:00,402.0,75.0,0.0,0.0
256,2023-03-29 04:21:24.727000+00:00,402.0,0.0,0.0,0.0
257,2023-03-29 04:21:29.727000+00:00,402.0,0.0,0.0,0.0
258,2023-03-29 04:21:34.727000+00:00,405.0,176.0,0.0,0.0
259,2023-03-29 04:21:39.727000+00:00,405.0,0.0,0.0,0.0
260,2023-03-29 04:21:44.727000+00:00,407.0,117.0,0.0,0.0
261,2023-03-29 04:21:49.727000+00:00,408.0,10.0,0.0,0.0
262,2023-03-29 04:21:54.727000+00:00,411.0,26.0,0.0,0.0
263,2023-03-29 04:21:59.727000+00:00,415.0,145.0,0.0,0.0
264,2023-03-29 04:22:04.727000+00:00,417.0,19.0,0.0,0.0
265,2023-03-29 04:22:09.727000+00:00,419.0,17.0,0.0,0.0
266,2023-03-29 04:22:14.727000+00:00,422.0,78.0,0.0,0.0
267,2023-03-29 04:22:19.727000+00:00,424.0,119.0,0.0,0.0
268,2023-03-29 04:22:24.727000+00:00,424.0,0.0,0.0,0.0
269,2023-03-29 04:22:29.727000+00:00,426.0,17.0,0.0,0.0
270,2023-03-29 04:22:34.727000+00:00,427.0,59.0,0.0,0.0
271,2023-03-29 04:22:39.727000+00:00,427.0,0.0,0.0,0.0
272,2023-03-29 04:22:44.727000+00:00,427.0,0.0,0.0,0.0
273,2023-03-29 04:22:49.727000+00:00,428.0,8.0,0.0,0.0
274,2023-03-29 04:22:54.727000+00:00,428.0,0.0,0.0,0.0
275,2023-03-29 04:22:59.727000+00:00,431.0,76.0,0.0,0.0
276,2023-03-29 04:23:04.727000+00:00,433.0,117.0,0.0,0.0
277,2023-03-29 04:23:09.727000+00:00,436.0,27.0,0.0,0.0
278,2023-03-29 04:23:14.727000+00:00,436.0,0.0,0.0,0.0
279,2023-03-29 04:23:19.727000+00:00,438.0,68.0,0.0,0.0
280,2023-03-29 04:23:24.727000+00:00,438.0,0.0,0.0,0.0
281,2023-03-29 04:23:29.727000+00:00,440.0,67.0,0.0,0.0
282,2023-03-29 04:23:34.727000+00:00,442.0,70.0,0.0,0.0
283,2023-03-29 04:23:39.727000+00:00,444.0,18.0,0.0,0.0
284,2023-03-29 04:23:44.727000+00:00,446.0,119.0,0.0,0.0
285,2023-03-29 04:23:49.727000+00:00,449.0,77.0,0.0,0.0
286,2023-03-29 04:23:54.727000+00:00,451.0,69.0,0.0,0.0
287,2023-03-29 04:23:59.727000+00:00,453.0,73.0,0.0,0.0
288,2023-03-29 04:24:04.727000+00:00,455.0,221.0,0.0,0.0
289,2023-03-29 04:24:09.727000+00:00,456.0,10.0,0.0,0.0
290,2023-03-29 04:24:14.727000+00:00,456.0,0.0,0.0,0.0
291,2023-03-29 04:24:19.727000+00:00,459.0,129.0,0.0,0.0
292,2023-03-29 04:24:24.727000+00:00,459.0,0.0,0.0,0.0
293,2023-03-29 04:24:29.727000+00:00,461.0,118.0,0.0,0.0
294,2023-03-29 04:24:34.727000+00:00,462.0,8.0,0.0,0.0
295,2023-03-29 04:24:39.727000+00:00,463.0,9.0,0.0,0.0
296,2023-03-29 04:24:44.727000+00:00,463.0,0.0,0.0,0.0
297,2023-03-29 04:24:49.727000+00:00,463.0,0.0,0.0,0.0
298,2023-03-29 04:24:54.727000+00:00,465.0,69.0,0.0,0.0
299,2023-03-29 04:24:59.727000+00:00,466.0,9.0,0.0,0.0
300,2023-03-29 04:25:04.727000+00:00,469.0,77.0,0.0,0.0
301,2023-03-29 04:25:09.727000+00:00,469.0,0.0,0.0,0.0
302,2023-03-29 04:25:14.727000+00:00,471.0,72.0,0.0,0.0
303,2023-03-29 04:25:19.727000+00:00,471.0,0.0,0.0,0.0
304,2023-03-29 04:25:24.727000+00:00,471.0,0.0,0.0,0.0
305,2023-03-29 04:25:29.727000+00:00,472.0,13.0,0.0,0.0
306,2023-03-29 04:25:34.727000+00:00,474.0,70.0,0.0,0.0
307,2023-03-29 04:25:39.727000+00:00,474.0,0.0,0.0,0.0
308,2023-03-29 04:25:44.727000+00:00,477.0,229.0,0.0,0.0
309,2023-03-29 04:25:49.727000+00:00,480.0,178.0,0.0,0.0
310,2023-03-29 04:25:54.727000+00:00,481.0,59.0,0.0,0.0
311,2023-03-29 04:25:59.727000+00:00,482.0,110.0,0.0,0.0
312,2023-03-29 04:26:04.727000+00:00,483.0,60.0,0.0,0.0
313,2023-03-29 04:26:09.727000+00:00,484.0,9.0,0.0,0.0
314,2023-03-29 04:26:14.727000+00:00,484.0,0.0,0.0,0.0
315,2023-03-29 04:26:19.727000+00:00,485.0,9.0,0.0,0.0
316,2023-03-29 04:26:24.727000+00:00,487.0,120.0,0.0,0.0
317,2023-03-29 04:26:29.727000+00:00,489.0,118.0,0.0,0.0
318,2023-03-29 04:26:34.727000+00:00,492.0,80.0,0.0,0.0
319,2023-03-29 04:26:39.727000+00:00,492.0,0.0,0.0,0.0
320,2023-03-29 04:26:44.727000+00:00,493.0,60.0,0.0,0.0
321,2023-03-29 04:26:49.727000+00:00,493.0,0.0,0.0,0.0
322,2023-03-29 04:26:54.727000+00:00,494.0,59.0,0.0,0.0
323,2023-03-29 04:26:59.727000+00:00,495.0,58.0,0.0,0.0
324,2023-03-29 04:27:04.727000+00:00,496.0,10.0,0.0,0.0
325,2023-03-29 04:27:09.727000+00:00,498.0,72.0,0.0,0.0
326,2023-03-29 04:27:14.727000+00:00,498.0,0.0,0.0,0.0
327,2023-03-29 04:27:19.727000+00:00,498.0,0.0,0.0,0.0
328,2023-03-29 04:27:24.727000+00:00,499.0,9.0,0.0,0.0
329,2023-03-29 04:27:29.727000+00:00,501.0,69.0,0.0,0.0
330,2023-03-29 04:27:34.727000+00:00,503.0,15.0,0.0,0.0
331,2023-03-29 04:27:39.727000+00:00,504.0,110.0,0.0,0.0
332,2023-03-29 04:27:44.727000+00:00,506.0,69.0,0.0,0.0
333,2023-03-29 04:27:49.727000+00:00,508.0,18.0,0.0,0.0
334,2023-03-29 04:27:54.727000+00:00,509.0,60.0,0.0,0.0
335,2023-03-29 04:27:59.727000+00:00,511.0,18.0,0.0,0.0
336,2023-03-29 04:28:04.727000+00:00,514.0,27.0,0.0,0.0
337,2023-03-29 04:28:09.727000+00:00,514.0,0.0,0.0,0.0
338,2023-03-29 04:28:14.727000+00:00,517.0,180.0,0.0,0.0
339,2023-03-29 04:28:19.727000+00:00,519.0,67.0,0.0,0.0
340,2023-03-29 04:28:24.727000+00:00,520.0,110.0,0.0,0.0
341,2023-03-29 04:28:29.727000+00:00,523.0,27.0,0.0,0.0
342,2023-03-29 04:28:34.727000+00:00,524.0,59.0,0.0,0.0
343,2023-03-29 04:28:39.727000+00:00,525.0,9.0,0.0,0.0
344,2023-03-29 04:28:44.727000+00:00,526.0,60.0,0.0,0.0
345,2023-03-29 04:28:49.727000+00:00,527.0,60.0,0.0,0.0
346,2023-03-29 04:28:54.727000+00:00,528.0,61.0,0.0,0.0
347,2023-03-29 04:28:59.727000+00:00,529.0,7.0,0.0,0.0
348,2023-03-29 04:29:04.727000+00:00,531.0,68.0,0.0,0.0
349,2023-03-29 04:29:09.727000+00:00,531.0,0.0,0.0,0.0
350,2023-03-29 04:29:14.727000+00:00,531.0,0.0,0.0,0.0
351,2023-03-29 04:29:19.727000+00:00,533.0,71.0,0.0,0.0
352,2023-03-29 04:29:24.727000+00:00,533.0,0.0,0.0,0.0
353,2023-03-29 04:29:29.727000+00:00,533.0,0.0,0.0,0.0
354,2023-03-29 04:29:34.727000+00:00,534.0,10.0,0.0,0.0
355,2023-03-29 04:29:39.727000+00:00,534.0,0.0,0.0,0.0
356,2023-03-29 04:29:44.727000+00:00,536.0,70.0,0.0,0.0
357,2023-03-29 04:29:49.727000+00:00,538.0,70.0,0.0,0.0
358,2023-03-29 04:29:54.727000+00:00,539.0,10.0,0.0,0.0
359,2023-03-29 04:29:59.727000+00:00,541.0,19.0,0.0,0.0
360,2023-03-29 04:30:04.727000+00:00,544.0,79.0,0.0,0.0
361,2023-03-29 04:30:09.727000+00:00,546.0,70.0,0.0,0.0
362,2023-03-29 04:30:14.727000+00:00,547.0,9.0,0.0,0.0
363,2023-03-29 04:30:19.727000+00:00,551.0,185.0,0.0,0.0
364,2023-03-29 04:30:24.727000+00:00,553.0,21.0,0.0,0.0
