Unnamed: 0,timestamp,rt_web_post_payment_count,rt_web_post_payment_sum
148,2023-03-29 04:12:24.727000+00:00,243.0,0.0
149,2023-03-29 04:12:29.727000+00:00,243.0,0.0
150,2023-03-29 04:12:34.727000+00:00,245.0,598.0
151,2023-03-29 04:12:39.727000+00:00,245.0,0.0
152,2023-03-29 04:12:44.727000+00:00,246.0,225.0
153,2023-03-29 04:12:49.727000+00:00,247.0,225.0
154,2023-03-29 04:12:54.727000+00:00,248.0,225.0
155,2023-03-29 04:12:59.727000+00:00,248.0,0.0
156,2023-03-29 04:13:04.727000+00:00,250.0,450.0
157,2023-03-29 04:13:09.727000+00:00,250.0,0.0
158,2023-03-29 04:13:14.727000+00:00,250.0,0.0
159,2023-03-29 04:13:19.727000+00:00,250.0,0.0
160,2023-03-29 04:13:24.727000+00:00,251.0,276.0
161,2023-03-29 04:13:29.727000+00:00,252.0,226.0
162,2023-03-29 04:13:34.727000+00:00,253.0,222.0
163,2023-03-29 04:13:39.727000+00:00,257.0,939.0
164,2023-03-29 04:13:44.727000+00:00,259.0,450.0
165,2023-03-29 04:13:49.727000+00:00,261.0,498.0
166,2023-03-29 04:13:54.727000+00:00,263.0,499.0
167,2023-03-29 04:13:59.727000+00:00,265.0,451.0
168,2023-03-29 04:14:04.727000+00:00,266.0,326.0
169,2023-03-29 04:14:09.727000+00:00,267.0,221.0
170,2023-03-29 04:14:14.727000+00:00,267.0,0.0
171,2023-03-29 04:14:19.727000+00:00,268.0,224.0
172,2023-03-29 04:14:24.727000+00:00,271.0,712.0
173,2023-03-29 04:14:29.727000+00:00,271.0,0.0
174,2023-03-29 04:14:34.727000+00:00,272.0,273.0
175,2023-03-29 04:14:39.727000+00:00,273.0,221.0
176,2023-03-29 04:14:44.727000+00:00,273.0,0.0
177,2023-03-29 04:14:49.727000+00:00,277.0,887.0
178,2023-03-29 04:14:54.727000+00:00,278.0,221.0
179,2023-03-29 04:14:59.727000+00:00,278.0,0.0
180,2023-03-29 04:15:04.727000+00:00,278.0,0.0
181,2023-03-29 04:15:09.727000+00:00,281.0,717.0
182,2023-03-29 04:15:14.727000+00:00,283.0,454.0
183,2023-03-29 04:15:19.727000+00:00,285.0,494.0
184,2023-03-29 04:15:24.727000+00:00,286.0,272.0
185,2023-03-29 04:15:29.727000+00:00,288.0,444.0
186,2023-03-29 04:15:34.727000+00:00,288.0,0.0
187,2023-03-29 04:15:39.727000+00:00,291.0,723.0
188,2023-03-29 04:15:44.727000+00:00,293.0,554.0
189,2023-03-29 04:15:49.727000+00:00,297.0,993.0
190,2023-03-29 04:15:54.727000+00:00,297.0,0.0
191,2023-03-29 04:15:59.727000+00:00,302.0,1286.0
192,2023-03-29 04:16:04.727000+00:00,305.0,666.0
193,2023-03-29 04:16:09.727000+00:00,306.0,221.0
194,2023-03-29 04:16:14.727000+00:00,306.0,0.0
195,2023-03-29 04:16:19.727000+00:00,307.0,273.0
196,2023-03-29 04:16:24.727000+00:00,308.0,223.0
197,2023-03-29 04:16:29.727000+00:00,310.0,592.0
198,2023-03-29 04:16:34.727000+00:00,312.0,548.0
199,2023-03-29 04:16:39.727000+00:00,317.0,1256.0
200,2023-03-29 04:16:44.727000+00:00,317.0,0.0
201,2023-03-29 04:16:49.727000+00:00,318.0,276.0
202,2023-03-29 04:16:54.727000+00:00,318.0,0.0
203,2023-03-29 04:16:59.727000+00:00,318.0,0.0
204,2023-03-29 04:17:04.727000+00:00,319.0,322.0
205,2023-03-29 04:17:09.727000+00:00,319.0,0.0
206,2023-03-29 04:17:14.727000+00:00,323.0,991.0
207,2023-03-29 04:17:19.727000+00:00,324.0,223.0
208,2023-03-29 04:17:24.727000+00:00,324.0,0.0
209,2023-03-29 04:17:29.727000+00:00,327.0,773.0
210,2023-03-29 04:17:34.727000+00:00,328.0,326.0
211,2023-03-29 04:17:39.727000+00:00,330.0,512.0
212,2023-03-29 04:17:44.727000+00:00,332.0,504.0
213,2023-03-29 04:17:49.727000+00:00,333.0,273.0
214,2023-03-29 04:17:54.727000+00:00,334.0,227.0
215,2023-03-29 04:17:59.727000+00:00,334.0,0.0
216,2023-03-29 04:18:04.727000+00:00,337.0,822.0
217,2023-03-29 04:18:09.727000+00:00,341.0,991.0
218,2023-03-29 04:18:14.727000+00:00,343.0,498.0
219,2023-03-29 04:18:19.727000+00:00,347.0,934.0
220,2023-03-29 04:18:24.727000+00:00,347.0,0.0
221,2023-03-29 04:18:29.727000+00:00,349.0,552.0
222,2023-03-29 04:18:34.727000+00:00,351.0,442.0
223,2023-03-29 04:18:39.727000+00:00,352.0,272.0
224,2023-03-29 04:18:44.727000+00:00,353.0,275.0
225,2023-03-29 04:18:49.727000+00:00,354.0,324.0
226,2023-03-29 04:18:54.727000+00:00,354.0,0.0
227,2023-03-29 04:18:59.727000+00:00,355.0,221.0
228,2023-03-29 04:19:04.727000+00:00,356.0,326.0
229,2023-03-29 04:19:09.727000+00:00,359.0,667.0
230,2023-03-29 04:19:14.727000+00:00,359.0,0.0
231,2023-03-29 04:19:19.727000+00:00,359.0,0.0
232,2023-03-29 04:19:24.727000+00:00,360.0,274.0
233,2023-03-29 04:19:29.727000+00:00,362.0,441.0
234,2023-03-29 04:19:34.727000+00:00,363.0,273.0
235,2023-03-29 04:19:39.727000+00:00,366.0,666.0
236,2023-03-29 04:19:44.727000+00:00,369.0,668.0
237,2023-03-29 04:19:49.727000+00:00,370.0,220.0
238,2023-03-29 04:19:54.727000+00:00,374.0,1048.0
239,2023-03-29 04:19:59.727000+00:00,375.0,224.0
240,2023-03-29 04:20:04.727000+00:00,378.0,714.0
241,2023-03-29 04:20:09.727000+00:00,380.0,447.0
242,2023-03-29 04:20:14.727000+00:00,382.0,548.0
243,2023-03-29 04:20:19.727000+00:00,383.0,223.0
244,2023-03-29 04:20:24.727000+00:00,384.0,271.0
245,2023-03-29 04:20:29.727000+00:00,385.0,221.0
246,2023-03-29 04:20:34.727000+00:00,388.0,674.0
247,2023-03-29 04:20:39.727000+00:00,389.0,223.0
248,2023-03-29 04:20:44.727000+00:00,390.0,271.0
249,2023-03-29 04:20:49.727000+00:00,391.0,275.0
250,2023-03-29 04:20:54.727000+00:00,391.0,0.0
251,2023-03-29 04:20:59.727000+00:00,393.0,451.0
252,2023-03-29 04:21:04.727000+00:00,394.0,326.0
253,2023-03-29 04:21:09.727000+00:00,397.0,718.0
254,2023-03-29 04:21:14.727000+00:00,399.0,597.0
255,2023-03-29 04:21:19.727000+00:00,401.0,501.0
256,2023-03-29 04:21:24.727000+00:00,401.0,0.0
257,2023-03-29 04:21:29.727000+00:00,401.0,0.0
258,2023-03-29 04:21:34.727000+00:00,404.0,818.0
259,2023-03-29 04:21:39.727000+00:00,404.0,0.0
260,2023-03-29 04:21:44.727000+00:00,406.0,544.0
261,2023-03-29 04:21:49.727000+00:00,407.0,222.0
262,2023-03-29 04:21:54.727000+00:00,410.0,662.0
263,2023-03-29 04:21:59.727000+00:00,414.0,1001.0
264,2023-03-29 04:22:04.727000+00:00,416.0,454.0
265,2023-03-29 04:22:09.727000+00:00,418.0,442.0
266,2023-03-29 04:22:14.727000+00:00,421.0,716.0
267,2023-03-29 04:22:19.727000+00:00,423.0,546.0
268,2023-03-29 04:22:24.727000+00:00,423.0,0.0
269,2023-03-29 04:22:29.727000+00:00,425.0,443.0
270,2023-03-29 04:22:34.727000+00:00,426.0,273.0
271,2023-03-29 04:22:39.727000+00:00,426.0,0.0
272,2023-03-29 04:22:44.727000+00:00,426.0,0.0
273,2023-03-29 04:22:49.727000+00:00,427.0,220.0
274,2023-03-29 04:22:54.727000+00:00,427.0,0.0
275,2023-03-29 04:22:59.727000+00:00,430.0,715.0
276,2023-03-29 04:23:04.727000+00:00,432.0,542.0
277,2023-03-29 04:23:09.727000+00:00,435.0,668.0
278,2023-03-29 04:23:14.727000+00:00,435.0,0.0
279,2023-03-29 04:23:19.727000+00:00,437.0,491.0
280,2023-03-29 04:23:24.727000+00:00,437.0,0.0
281,2023-03-29 04:23:29.727000+00:00,439.0,496.0
282,2023-03-29 04:23:34.727000+00:00,441.0,497.0
283,2023-03-29 04:23:39.727000+00:00,443.0,442.0
284,2023-03-29 04:23:44.727000+00:00,445.0,546.0
285,2023-03-29 04:23:49.727000+00:00,448.0,716.0
286,2023-03-29 04:23:54.727000+00:00,450.0,496.0
287,2023-03-29 04:23:59.727000+00:00,452.0,496.0
288,2023-03-29 04:24:04.727000+00:00,454.0,647.0
289,2023-03-29 04:24:09.727000+00:00,455.0,225.0
290,2023-03-29 04:24:14.727000+00:00,455.0,0.0
291,2023-03-29 04:24:19.727000+00:00,458.0,776.0
292,2023-03-29 04:24:24.727000+00:00,458.0,0.0
293,2023-03-29 04:24:29.727000+00:00,460.0,543.0
294,2023-03-29 04:24:34.727000+00:00,461.0,224.0
295,2023-03-29 04:24:39.727000+00:00,462.0,221.0
296,2023-03-29 04:24:44.727000+00:00,462.0,0.0
297,2023-03-29 04:24:49.727000+00:00,462.0,0.0
298,2023-03-29 04:24:54.727000+00:00,464.0,499.0
299,2023-03-29 04:24:59.727000+00:00,465.0,222.0
300,2023-03-29 04:25:04.727000+00:00,468.0,721.0
301,2023-03-29 04:25:09.727000+00:00,468.0,0.0
302,2023-03-29 04:25:14.727000+00:00,470.0,497.0
303,2023-03-29 04:25:19.727000+00:00,470.0,0.0
304,2023-03-29 04:25:24.727000+00:00,470.0,0.0
305,2023-03-29 04:25:29.727000+00:00,471.0,225.0
306,2023-03-29 04:25:34.727000+00:00,473.0,496.0
307,2023-03-29 04:25:39.727000+00:00,473.0,0.0
308,2023-03-29 04:25:44.727000+00:00,476.0,868.0
309,2023-03-29 04:25:49.727000+00:00,479.0,813.0
310,2023-03-29 04:25:54.727000+00:00,480.0,272.0
311,2023-03-29 04:25:59.727000+00:00,481.0,322.0
312,2023-03-29 04:26:04.727000+00:00,482.0,276.0
313,2023-03-29 04:26:09.727000+00:00,483.0,224.0
314,2023-03-29 04:26:14.727000+00:00,483.0,0.0
315,2023-03-29 04:26:19.727000+00:00,484.0,223.0
316,2023-03-29 04:26:24.727000+00:00,486.0,548.0
317,2023-03-29 04:26:29.727000+00:00,488.0,543.0
318,2023-03-29 04:26:34.727000+00:00,491.0,719.0
319,2023-03-29 04:26:39.727000+00:00,491.0,0.0
320,2023-03-29 04:26:44.727000+00:00,492.0,272.0
321,2023-03-29 04:26:49.727000+00:00,492.0,0.0
322,2023-03-29 04:26:54.727000+00:00,493.0,273.0
323,2023-03-29 04:26:59.727000+00:00,494.0,271.0
324,2023-03-29 04:27:04.727000+00:00,495.0,225.0
325,2023-03-29 04:27:09.727000+00:00,497.0,500.0
326,2023-03-29 04:27:14.727000+00:00,497.0,0.0
327,2023-03-29 04:27:19.727000+00:00,497.0,0.0
328,2023-03-29 04:27:24.727000+00:00,498.0,222.0
329,2023-03-29 04:27:29.727000+00:00,500.0,494.0
330,2023-03-29 04:27:34.727000+00:00,502.0,440.0
331,2023-03-29 04:27:39.727000+00:00,503.0,325.0
332,2023-03-29 04:27:44.727000+00:00,505.0,494.0
333,2023-03-29 04:27:49.727000+00:00,507.0,445.0
334,2023-03-29 04:27:54.727000+00:00,508.0,273.0
335,2023-03-29 04:27:59.727000+00:00,510.0,445.0
336,2023-03-29 04:28:04.727000+00:00,513.0,665.0
337,2023-03-29 04:28:09.727000+00:00,513.0,0.0
338,2023-03-29 04:28:14.727000+00:00,516.0,821.0
339,2023-03-29 04:28:19.727000+00:00,518.0,490.0
340,2023-03-29 04:28:24.727000+00:00,519.0,325.0
341,2023-03-29 04:28:29.727000+00:00,522.0,663.0
342,2023-03-29 04:28:34.727000+00:00,523.0,281.0
343,2023-03-29 04:28:39.727000+00:00,524.0,223.0
344,2023-03-29 04:28:44.727000+00:00,525.0,275.0
345,2023-03-29 04:28:49.727000+00:00,526.0,273.0
346,2023-03-29 04:28:54.727000+00:00,527.0,276.0
347,2023-03-29 04:28:59.727000+00:00,528.0,220.0
348,2023-03-29 04:29:04.727000+00:00,530.0,493.0
349,2023-03-29 04:29:09.727000+00:00,530.0,0.0
350,2023-03-29 04:29:14.727000+00:00,530.0,0.0
351,2023-03-29 04:29:19.727000+00:00,532.0,497.0
352,2023-03-29 04:29:24.727000+00:00,532.0,0.0
353,2023-03-29 04:29:29.727000+00:00,532.0,0.0
354,2023-03-29 04:29:34.727000+00:00,533.0,222.0
355,2023-03-29 04:29:39.727000+00:00,533.0,0.0
356,2023-03-29 04:29:44.727000+00:00,535.0,499.0
357,2023-03-29 04:29:49.727000+00:00,537.0,495.0
358,2023-03-29 04:29:54.727000+00:00,538.0,226.0
359,2023-03-29 04:29:59.727000+00:00,540.0,447.0
360,2023-03-29 04:30:04.727000+00:00,543.0,719.0
361,2023-03-29 04:30:09.727000+00:00,545.0,496.0
362,2023-03-29 04:30:14.727000+00:00,546.0,223.0
363,2023-03-29 04:30:19.727000+00:00,550.0,1040.0
364,2023-03-29 04:30:24.727000+00:00,552.0,447.0
365,2023-03-29 04:30:29.727000+00:00,554.0,494.0
366,2023-03-29 04:30:34.727000+00:00,555.0,273.0
367,2023-03-29 04:30:39.727000+00:00,558.0,769.0
368,2023-03-29 04:30:44.727000+00:00,559.0,223.0
369,2023-03-29 04:30:49.727000+00:00,559.0,0.0
370,2023-03-29 04:30:54.727000+00:00,559.0,0.0
371,2023-03-29 04:30:59.727000+00:00,560.0,226.0
372,2023-03-29 04:31:04.727000+00:00,561.0,274.0
373,2023-03-29 04:31:09.727000+00:00,564.0,826.0
374,2023-03-29 04:31:14.727000+00:00,564.0,0.0
375,2023-03-29 04:31:19.727000+00:00,564.0,0.0
376,2023-03-29 04:31:24.727000+00:00,564.0,0.0
377,2023-03-29 04:31:29.727000+00:00,567.0,718.0
378,2023-03-29 04:31:34.727000+00:00,568.0,222.0
379,2023-03-29 04:31:39.727000+00:00,568.0,0.0
380,2023-03-29 04:31:44.727000+00:00,569.0,274.0
381,2023-03-29 04:31:49.727000+00:00,570.0,223.0
382,2023-03-29 04:31:54.727000+00:00,571.0,271.0
383,2023-03-29 04:31:59.727000+00:00,572.0,223.0
384,2023-03-29 04:32:04.727000+00:00,572.0,0.0
385,2023-03-29 04:32:09.727000+00:00,572.0,0.0
386,2023-03-29 04:32:14.727000+00:00,572.0,0.0
387,2023-03-29 04:32:19.727000+00:00,577.0,1175.0
388,2023-03-29 04:32:24.727000+00:00,579.0,545.0
389,2023-03-29 04:32:29.727000+00:00,579.0,0.0
390,2023-03-29 04:32:34.727000+00:00,580.0,323.0
391,2023-03-29 04:32:39.727000+00:00,583.0,669.0
392,2023-03-29 04:32:44.727000+00:00,584.0,220.0
393,2023-03-29 04:32:49.727000+00:00,589.0,1312.0
394,2023-03-29 04:32:54.727000+00:00,591.0,497.0
395,2023-03-29 04:32:59.727000+00:00,591.0,0.0
396,2023-03-29 04:33:04.727000+00:00,592.0,271.0
397,2023-03-29 04:33:09.727000+00:00,594.0,496.0
398,2023-03-29 04:33:14.727000+00:00,594.0,0.0
399,2023-03-29 04:33:19.727000+00:00,594.0,0.0
400,2023-03-29 04:33:24.727000+00:00,595.0,221.0
401,2023-03-29 04:33:29.727000+00:00,596.0,225.0
402,2023-03-29 04:33:34.727000+00:00,596.0,0.0
403,2023-03-29 04:33:39.727000+00:00,598.0,494.0
404,2023-03-29 04:33:44.727000+00:00,598.0,0.0
405,2023-03-29 04:33:49.727000+00:00,599.0,222.0
406,2023-03-29 04:33:54.727000+00:00,601.0,441.0
407,2023-03-29 04:33:59.727000+00:00,601.0,0.0
408,2023-03-29 04:34:04.727000+00:00,602.0,223.0
409,2023-03-29 04:34:09.727000+00:00,605.0,762.0
410,2023-03-29 04:34:14.727000+00:00,607.0,494.0
411,2023-03-29 04:34:19.727000+00:00,611.0,992.0
412,2023-03-29 04:34:24.727000+00:00,611.0,0.0
413,2023-03-29 04:34:29.727000+00:00,612.0,222.0
414,2023-03-29 04:34:34.727000+00:00,616.0,993.0
415,2023-03-29 04:34:39.727000+00:00,618.0,555.0
416,2023-03-29 04:34:44.727000+00:00,621.0,762.0
417,2023-03-29 04:34:49.727000+00:00,621.0,0.0
418,2023-03-29 04:34:54.727000+00:00,627.0,1426.0
419,2023-03-29 04:34:59.727000+00:00,629.0,492.0
420,2023-03-29 04:35:04.727000+00:00,631.0,597.0
421,2023-03-29 04:35:09.727000+00:00,634.0,882.0
422,2023-03-29 04:35:14.727000+00:00,635.0,274.0
423,2023-03-29 04:35:19.727000+00:00,635.0,0.0
424,2023-03-29 04:35:24.727000+00:00,637.0,444.0
425,2023-03-29 04:35:29.727000+00:00,638.0,221.0
426,2023-03-29 04:35:34.727000+00:00,638.0,0.0
427,2023-03-29 04:35:39.727000+00:00,638.0,0.0
428,2023-03-29 04:35:44.727000+00:00,640.0,545.0
429,2023-03-29 04:35:49.727000+00:00,640.0,0.0
430,2023-03-29 04:35:54.727000+00:00,640.0,0.0
431,2023-03-29 04:35:59.727000+00:00,640.0,0.0
432,2023-03-29 04:36:04.727000+00:00,640.0,0.0
433,2023-03-29 04:36:09.727000+00:00,640.0,0.0
434,2023-03-29 04:36:14.727000+00:00,642.0,443.0
435,2023-03-29 04:36:19.727000+00:00,642.0,0.0
436,2023-03-29 04:36:24.727000+00:00,642.0,0.0
437,2023-03-29 04:36:29.727000+00:00,644.0,443.0
438,2023-03-29 04:36:34.727000+00:00,646.0,492.0
439,2023-03-29 04:36:39.727000+00:00,650.0,990.0
440,2023-03-29 04:36:44.727000+00:00,652.0,600.0
441,2023-03-29 04:36:49.727000+00:00,654.0,446.0
442,2023-03-29 04:36:54.727000+00:00,655.0,224.0
443,2023-03-29 04:36:59.727000+00:00,657.0,496.0
444,2023-03-29 04:37:04.727000+00:00,661.0,1099.0
445,2023-03-29 04:37:09.727000+00:00,663.0,496.0
446,2023-03-29 04:37:14.727000+00:00,667.0,1041.0
447,2023-03-29 04:37:19.727000+00:00,668.0,221.0
448,2023-03-29 04:37:24.727000+00:00,669.0,223.0
449,2023-03-29 04:37:29.727000+00:00,670.0,274.0
450,2023-03-29 04:37:34.727000+00:00,670.0,0.0
451,2023-03-29 04:37:39.727000+00:00,670.0,0.0
452,2023-03-29 04:37:44.727000+00:00,671.0,222.0
453,2023-03-29 04:37:49.727000+00:00,671.0,0.0
454,2023-03-29 04:37:54.727000+00:00,672.0,223.0
455,2023-03-29 04:37:59.727000+00:00,673.0,222.0
456,2023-03-29 04:38:04.727000+00:00,674.0,273.0
457,2023-03-29 04:38:09.727000+00:00,674.0,0.0
458,2023-03-29 04:38:14.727000+00:00,676.0,494.0
459,2023-03-29 04:38:19.727000+00:00,676.0,0.0
460,2023-03-29 04:38:24.727000+00:00,680.0,1041.0
461,2023-03-29 04:38:29.727000+00:00,681.0,282.0
462,2023-03-29 04:38:34.727000+00:00,683.0,542.0
