timestamp,rt_cart_delete_redis_count,rt_cart_delete_redis_sum,rt_cart_get_redis_count,rt_cart_get_redis_sum,rt_cart_post_redis_count,rt_cart_post_redis_sum
2023-03-21 02:41:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:42:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:43:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:44:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:45:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:46:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:47:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:30.411000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:48:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:49:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:50:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:51:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:52:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:53:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:54:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:55:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:56:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:57:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:58:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 02:59:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:00:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:01:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:02:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:03:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:04:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:10.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:15.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:20.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:25.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:30.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:35.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:40.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:45.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:50.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:05:55.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:06:00.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
2023-03-21 03:06:05.408000+00:00,8.0,0.0,111.0,0.0,82.0,0.0
